	CURIE	counts
732	NCBITAXON:1041143	1
733	NCBITAXON:1041144	1
734	NCBITAXON:1041145	1
735	NCBITAXON:1041146	1
736	NCBITAXON:1041148	2
737	NCBITAXON:1041149	1
738	NCBITAXON:1041150	1
739	NCBITAXON:1041152	1
740	NCBITAXON:1041153	2
741	NCBITAXON:1041155	1
742	NCBITAXON:1041156	1
743	NCBITAXON:1041157	1
744	NCBITAXON:1041193	1
745	NCBITAXON:1041293	1
746	NCBITAXON:1041607	1
747	NCBITAXON:104178	3
748	NCBITAXON:104179	4
749	NCBITAXON:1041806	1
750	NCBITAXON:1041831	2
751	NCBITAXON:1041929	1
752	NCBITAXON:1041952	1
753	NCBITAXON:104198	2
754	NCBITAXON:1042	6
755	NCBITAXON:1042127	1
756	NCBITAXON:1042133	2
757	NCBITAXON:1042163	1
758	NCBITAXON:104221	1
759	NCBITAXON:1042311	1
760	NCBITAXON:1042375	1
761	NCBITAXON:1042376	1
762	NCBITAXON:1042378	1
763	NCBITAXON:1042379	1
764	NCBITAXON:1042403	1
765	NCBITAXON:1042418	1
766	NCBITAXON:104242	1
767	NCBITAXON:104249	1
768	NCBITAXON:104259	3
769	NCBITAXON:104268	4
770	NCBITAXON:104270	1
771	NCBITAXON:1042804	1
772	NCBITAXON:1042876	3
773	NCBITAXON:1043003	1
774	NCBITAXON:1043005	1
775	NCBITAXON:1043206	2
776	NCBITAXON:104336	3
777	NCBITAXON:104341	19
778	NCBITAXON:1043480	1
779	NCBITAXON:104355	10
780	NCBITAXON:1043584	1
781	NCBITAXON:1043593	1
782	NCBITAXON:104361	2
783	NCBITAXON:1043627	1
784	NCBITAXON:104385	4
785	NCBITAXON:104388	16
786	NCBITAXON:104394	3
787	NCBITAXON:104408	1
788	NCBITAXON:104414	4
789	NCBITAXON:104415	1
790	NCBITAXON:104416	3
791	NCBITAXON:10449	1
792	NCBITAXON:1045004	1
793	NCBITAXON:1045010	93
794	NCBITAXON:10454	4
795	NCBITAXON:1045452	1
796	NCBITAXON:1045478	1
797	NCBITAXON:1045499	3
798	NCBITAXON:10456	7
799	NCBITAXON:1045773	1
800	NCBITAXON:1045774	1
801	NCBITAXON:1045775	1
802	NCBITAXON:1045810	1
803	NCBITAXON:104582	1
804	NCBITAXON:1045854	1
805	NCBITAXON:1045855	1
806	NCBITAXON:1046	9
807	NCBITAXON:1046031	1
808	NCBITAXON:104605	1
